Reading,Hour,Barometric,Capacitive,Piezoelectric,Resonant,AvgPressure,ActualPressure,PressureTrend,Humidity,WindSpeed,AnimalActivity,Status
252,11,1029.54,1039.69,1024.83,1035.47,1032.38,1019.60,7.17,64.35,24.65,0,High Pressure System
253,12,1028.78,1039.62,1024.00,1034.87,1031.82,1020.75,6.60,63.35,11.74,0,High Pressure System
254,13,1028.63,1038.72,1025.34,1034.71,1031.85,1019.35,6.63,63.44,12.62,0,High Pressure System
255,14,1029.26,1039.15,1023.64,1034.43,1031.62,1023.88,6.40,62.86,20.61,0,High Pressure System
256,15,1030.28,1039.11,1025.27,1034.70,1032.34,1018.53,7.12,58.72,2.96,0,High Pressure System
257,16,1029.73,1039.74,1024.78,1035.07,1032.33,1018.98,7.11,66.54,12.22,0,High Pressure System
258,17,1028.67,1039.45,1023.90,1034.67,1031.68,1019.54,6.46,61.45,17.61,0,High Pressure System
259,18,1029.05,1039.30,1016.00,1035.09,1029.86,1019.58,4.64,64.35,5.14,0,Normal
260,19,1030.55,1039.49,1023.92,1034.94,1032.23,1019.44,7.01,45.83,14.95,0,High Pressure System
261,20,1029.29,1040.93,1026.90,1036.01,1033.28,1020.26,8.07,43.10,2.13,0,High Pressure System
262,21,1030.98,1040.84,1027.52,1036.44,1033.95,1020.50,8.73,47.40,8.11,0,High Pressure System
263,22,1030.25,1042.14,1027.44,1037.18,1034.25,1021.05,9.03,40.76,0.00,0,High Pressure System
264,23,1031.77,1043.45,1027.87,1037.20,1035.07,1021.87,9.86,41.43,6.02,0,High Pressure System
265,0,1032.57,1042.49,1028.77,1037.77,1035.40,1023.06,0.00,48.03,16.51,0,High Pressure System
266,1,1034.29,1043.28,1028.56,1038.81,1036.24,1025.12,0.84,47.50,23.25,0,High Pressure System
267,2,1033.85,1045.48,1028.51,1040.03,1036.97,1023.96,1.57,46.75,7.80,0,High Pressure System
268,3,1035.42,1045.76,1030.74,1039.68,1037.90,1024.53,2.50,47.42,6.61,0,High Pressure System
269,4,1034.81,1032.84,1029.84,1040.40,1034.47,1025.41,-0.93,50.69,23.16,0,High Pressure System
270,5,1027.55,1045.41,1029.97,1040.88,1035.95,1025.71,0.55,47.79,13.38,0,High Pressure System
271,6,1035.32,1045.50,1030.01,1040.94,1037.94,1024.89,2.54,49.82,26.69,0,High Pressure System
272,7,1035.62,1049.68,1030.48,1045.70,1040.37,1024.97,4.97,53.54,17.76,0,High Pressure System
273,8,1035.97,1045.83,1029.50,1040.57,1037.97,1025.31,2.57,53.03,22.25,0,High Pressure System
274,9,1034.53,1045.38,1029.62,1040.53,1037.52,1024.35,2.11,53.61,7.36,0,High Pressure System
275,10,1034.32,1044.38,1029.54,1033.99,1035.56,1024.48,0.16,57.34,3.87,0,High Pressure System
276,11,1032.92,1042.96,1030.01,1038.36,1036.06,1023.64,0.66,63.94,17.46,0,High Pressure System
277,12,1033.60,1043.06,1014.42,1037.90,1032.25,1023.00,-3.15,62.46,23.59,0,High Pressure System
278,13,1031.55,1043.04,1026.54,1037.87,1034.75,1021.76,-0.65,59.24,12.40,0,High Pressure System
279,14,1031.42,1041.66,1027.79,1036.79,1034.42,1021.66,-0.98,60.19,0.00,0,High Pressure System
280,15,1032.04,1040.61,1025.75,1035.92,1033.58,1021.16,-1.82,54.95,20.69,0,High Pressure System
281,16,1030.68,1041.17,1025.22,1034.81,1032.97,1020.56,-2.43,59.11,16.12,0,High Pressure System
282,17,1030.50,1040.16,1026.02,1034.72,1032.85,1019.82,-2.55,55.05,17.62,0,High Pressure System
283,18,1028.94,1040.87,1024.63,1034.74,1032.30,1019.79,-3.10,54.50,15.98,0,High Pressure System
284,19,1030.08,1040.45,1024.59,1034.13,1032.31,1019.21,-3.09,52.66,1.23,0,High Pressure System
285,20,1029.01,1039.13,1022.92,1033.52,1031.15,1018.96,-4.25,49.14,3.26,0,High Pressure System
286,21,1031.00,1039.63,1023.58,1034.79,1032.25,1019.07,-3.15,45.68,13.93,0,High Pressure System
287,22,1028.42,1039.13,1023.43,1034.63,1031.40,1018.65,-4.00,50.43,7.66,0,High Pressure System
288,23,1028.46,1040.43,1025.33,1034.81,1032.26,1019.45,-3.14,39.31,22.93,0,High Pressure System
289,0,1028.78,1040.01,1023.49,1035.34,1031.90,1019.63,0.00,47.40,22.78,0,High Pressure System
290,1,1028.14,1040.34,1025.32,1035.07,1032.22,1019.51,0.32,43.22,7.45,0,High Pressure System
291,2,1029.85,1039.47,1023.46,1033.91,1031.67,1019.90,-0.23,42.60,4.92,0,High Pressure System
292,3,1029.04,1039.91,1010.77,1034.50,1028.56,1019.33,-3.35,49.23,19.73,0,Normal
293,4,1028.32,1038.82,1023.38,1034.30,1031.21,1019.70,-0.70,57.79,23.77,0,High Pressure System
294,5,1029.99,1039.86,1023.86,1034.12,1031.96,1019.27,0.05,52.76,14.61,0,High Pressure System
295,6,1028.28,1039.05,1023.78,1033.33,1031.11,1018.62,-0.79,55.48,15.50,0,High Pressure System
296,7,1029.23,1038.40,1023.71,1033.94,1031.32,1018.12,-0.58,59.60,27.89,0,High Pressure System
297,8,1027.71,1037.74,1022.02,1032.04,1029.88,1016.76,-2.03,64.40,24.67,0,Normal
298,9,1027.89,1036.27,1022.98,1031.40,1029.63,1016.01,-2.27,68.91,15.83,0,Normal
299,10,1024.25,1035.90,1019.71,1031.18,1027.76,1015.85,-4.14,70.60,24.02,0,Normal
300,11,1024.92,1034.72,1019.86,1029.89,1027.35,1014.26,-4.56,74.80,22.02,0,Normal
301,12,1023.96,1033.73,1018.82,1027.87,1026.09,1013.34,-5.81,63.39,16.62,1,Possible Animal Activity
302,13,1022.41,1032.47,1016.23,1027.89,1024.75,1012.11,-7.15,75.89,14.00,1,Possible Animal Activity
303,14,1022.53,1030.75,1017.10,1027.32,1024.43,1011.04,-7.48,65.00,3.17,1,Rapid Pressure Drop
304,15,1020.23,1033.09,1017.03,1025.58,1023.98,1010.66,-7.92,69.78,0.00,1,Rapid Pressure Drop
305,16,1020.52,1029.56,1014.33,1024.43,1022.21,1009.73,-9.69,70.29,0.00,1,Rapid Pressure Drop
306,17,1019.02,1028.96,1014.34,1024.12,1021.61,1008.82,-10.29,60.26,18.67,1,Rapid Pressure Drop
307,18,1018.53,1028.39,1014.83,1023.93,1021.42,1008.49,-10.48,57.44,0.67,1,Rapid Pressure Drop
308,19,1018.70,1028.20,1012.61,1023.49,1020.75,1008.34,-11.15,68.79,10.11,1,Rapid Pressure Drop
309,20,1016.65,1027.33,1012.76,1022.52,1019.82,1008.08,-12.09,62.12,2.32,1,Rapid Pressure Drop
310,21,1017.87,1028.28,1012.23,1022.69,1020.27,1007.70,-11.64,54.81,3.77,1,Rapid Pressure Drop
311,22,1016.96,1028.71,1012.96,1022.75,1020.34,1007.67,-11.56,59.75,2.65,1,Rapid Pressure Drop
312,23,1016.33,1027.24,1013.21,1022.68,1019.87,992.46,-12.04,55.23,22.72,1,Rapid Pressure Drop
313,0,1017.73,1027.22,1011.52,1022.93,1019.85,1007.79,0.00,56.24,13.74,0,Normal
314,1,1017.20,1028.17,1012.64,1022.97,1020.24,1007.37,0.39,61.68,1.69,0,Normal
315,2,1017.74,1028.74,1012.92,1023.23,1020.66,1007.72,0.81,51.87,12.26,0,Normal
316,3,1018.64,1028.46,1012.00,1022.66,1020.44,1007.60,0.59,55.48,5.20,0,Normal
317,4,1017.78,1027.80,1013.08,1023.05,1020.43,1007.72,0.58,59.96,14.92,0,Normal
318,5,1018.10,1028.87,1011.85,1022.46,1020.32,1007.82,0.47,69.96,14.00,0,Normal
319,6,1018.18,1027.57,1013.17,1022.32,1020.31,1007.36,0.46,65.12,18.49,0,Normal
320,7,1016.22,1027.37,1011.08,1021.68,1019.09,1006.80,-0.76,74.58,5.51,0,Normal
321,8,1016.85,1026.87,1012.73,1022.08,1019.63,1006.79,-0.22,68.35,18.42,0,Normal
322,9,1015.26,1026.85,1012.40,1021.42,1018.98,1006.30,-0.87,73.09,5.60,0,Normal
323,10,1014.79,1025.31,1010.18,1020.64,1017.73,1005.01,-2.12,79.51,7.82,0,Normal
324,11,1015.12,1025.02,1009.90,1020.02,1017.52,1004.74,-2.33,83.47,10.49,0,Normal
325,12,1014.17,1022.91,1009.26,1018.88,1016.30,1004.40,-3.55,81.87,0.91,0,Normal
326,13,1013.04,1023.57,1008.41,1018.60,1015.91,1002.95,-3.94,75.75,4.36,0,Normal
327,14,1013.36,1023.23,1008.43,1017.99,1015.75,1002.83,-4.10,77.54,0.00,0,Normal
328,15,1012.58,1021.37,1006.92,1017.42,1014.57,1002.01,-5.28,81.46,9.77,1,Possible Animal Activity
329,16,1011.40,1021.83,1006.68,1016.12,1014.01,1002.20,-5.84,77.32,17.56,1,Possible Animal Activity
330,17,1010.10,1021.91,1005.47,1016.46,1013.48,1001.87,-6.37,71.78,6.22,1,Rapid Pressure Drop
331,18,1010.96,1020.82,1006.08,1017.14,1013.75,1001.49,-6.10,72.17,0.04,1,Rapid Pressure Drop
332,19,1011.57,1020.77,1006.13,1016.46,1013.73,1001.54,-6.12,61.05,4.96,1,Rapid Pressure Drop
333,20,1012.29,1020.44,1007.19,1016.50,1014.11,1001.71,-5.75,63.27,15.78,1,Rapid Pressure Drop
334,21,1012.92,1022.17,1006.65,1016.83,1014.64,1001.92,-5.21,66.22,0.38,1,Rapid Pressure Drop
335,22,1012.49,1022.30,1007.49,1017.19,1014.87,1002.54,-4.98,62.19,0.58,0,Normal
336,23,1013.98,1023.66,1007.38,1018.50,1015.88,1003.70,-3.97,61.36,5.83,0,Normal
337,0,1013.97,1023.99,1008.52,1019.44,1016.48,1004.28,0.00,58.15,18.87,0,Normal
338,1,1014.51,1025.51,1010.88,1019.70,1017.65,1004.58,1.17,59.30,21.41,0,Normal
339,2,1015.51,1025.95,1011.01,1020.24,1018.18,1005.38,1.70,59.45,14.73,0,Normal
340,3,1016.08,1026.11,1012.26,1020.58,1018.76,1006.16,2.28,54.54,10.33,0,Normal
341,4,1016.93,1026.58,1012.65,1021.97,1019.53,1006.15,3.05,60.75,20.54,0,Normal
342,5,1017.74,1026.47,1012.05,1022.69,1019.74,1007.49,3.26,56.73,24.16,0,Normal
343,6,1017.55,1027.49,1013.42,1022.31,1020.19,1007.36,3.72,58.34,7.11,0,Normal
344,7,1019.12,1028.39,1011.84,1022.94,1020.57,1008.11,4.10,62.86,28.02,0,Normal
345,8,1017.31,1027.50,1012.77,1022.45,1020.01,1007.35,3.53,65.36,8.88,0,Normal
346,9,1018.44,1027.10,1012.98,1023.75,1020.57,1008.11,4.09,72.63,25.65,0,Normal
347,10,1017.73,1028.73,1014.29,1023.01,1020.94,1007.96,4.46,80.45,23.90,0,Normal
348,11,1017.56,1027.42,1013.10,1022.93,1020.25,1008.13,3.77,72.23,9.41,0,Normal
349,12,1018.96,1027.16,1013.07,1023.01,1020.55,1007.61,4.07,78.74,13.82,0,Normal
350,13,1017.88,1027.09,1010.69,1022.12,1019.45,1007.31,2.97,70.75,13.67,0,Normal
351,14,1018.03,1028.09,1011.79,1022.07,1019.99,1007.15,3.52,69.70,4.81,0,Normal
352,15,1017.29,1027.93,1013.10,1021.96,1020.07,1007.85,3.59,75.48,14.86,0,Normal
353,16,1018.40,1028.17,1013.17,1022.70,1020.61,1007.46,4.13,68.22,15.50,0,Normal
354,17,1018.34,1029.26,1014.35,1023.18,1021.28,1008.31,4.80,67.79,4.75,0,Normal
355,18,1018.61,1029.01,1014.39,1023.70,1021.43,1008.88,4.95,61.51,15.05,0,Normal
356,19,1019.40,1028.83,1012.53,1023.65,1021.10,1008.71,4.62,69.44,18.79,0,Normal
357,20,1020.26,1029.50,1013.67,1024.34,1021.94,1009.56,5.47,59.97,0.00,0,Normal
358,21,1020.28,1031.01,1016.91,1025.03,1023.31,1010.51,6.83,59.33,3.85,0,Normal
359,22,1021.45,1031.86,1017.15,1026.68,1024.28,1011.36,7.81,52.76,3.87,0,Normal
360,23,1025.76,1032.58,1018.26,1027.25,1025.96,1012.79,9.49,58.12,21.35,0,Normal
361,0,1023.58,1033.22,1019.69,1029.53,1026.51,1013.74,0.00,48.05,0.46,0,Normal
362,1,1025.31,1034.72,1018.35,1029.91,1027.07,1014.92,0.57,49.66,19.55,0,Normal
363,2,1024.79,1034.96,1019.13,1030.55,1027.36,1015.36,0.85,57.84,24.85,0,Normal
364,3,1025.85,1036.52,1020.46,1032.30,1028.78,1016.11,2.27,54.83,18.11,0,Normal
365,4,1028.09,1038.70,1023.31,1032.82,1030.73,1017.60,4.22,45.37,22.23,0,High Pressure System
366,5,1028.26,1038.22,1022.45,1033.01,1030.48,1017.69,3.98,58.61,21.90,0,High Pressure System
367,6,1027.66,1039.20,1023.83,1034.12,1031.20,1018.85,4.70,53.14,29.24,0,High Pressure System
368,7,1029.51,1040.18,1023.26,1034.07,1031.76,1019.28,5.25,62.63,24.38,0,High Pressure System
369,8,1029.30,1040.35,1023.20,1033.68,1031.63,1019.01,5.13,58.51,21.13,0,High Pressure System
370,9,1030.21,1040.46,1024.72,1034.59,1032.49,1019.07,5.99,62.70,27.37,0,High Pressure System
371,10,1030.06,1039.26,1026.07,1034.20,1032.40,1019.75,5.89,68.64,17.31,0,High Pressure System
372,11,1030.28,1039.83,1025.54,1034.83,1032.62,1019.64,6.11,65.91,9.61,0,High Pressure System
373,12,1029.68,1039.01,1025.22,1034.19,1032.03,1019.05,5.52,71.96,22.49,0,High Pressure System
374,13,1028.89,1040.29,1023.75,1034.33,1031.82,1019.75,5.31,66.08,5.07,0,High Pressure System
375,14,1029.34,1039.28,1023.37,1034.84,1031.71,1018.79,5.20,69.58,2.99,0,High Pressure System
376,15,1029.54,1039.22,1023.73,1035.09,1031.89,1019.64,5.39,55.98,0.00,0,High Pressure System
377,16,1028.54,1039.92,1024.10,1034.49,1031.76,1019.31,5.26,58.95,3.89,0,High Pressure System
378,17,1030.28,1040.27,1024.43,1034.81,1032.45,1019.47,5.94,52.04,0.00,0,High Pressure System
379,18,1029.93,1039.75,1023.14,1035.28,1032.02,1019.56,5.52,59.64,14.62,0,High Pressure System
380,19,1031.33,1040.17,1025.55,1034.96,1033.00,1019.94,6.50,47.40,0.00,0,High Pressure System
381,20,1031.26,1040.40,1023.80,1035.89,1032.84,1020.00,6.33,53.40,19.61,0,High Pressure System
382,21,1031.97,1040.29,1025.11,1036.25,1033.41,1021.04,6.90,46.22,8.29,0,High Pressure System
383,22,1030.71,1043.04,1026.32,1037.00,1034.27,1021.74,7.76,42.96,2.98,0,High Pressure System
384,23,1031.71,1042.35,1031.26,1038.13,1035.86,1012.18,9.36,40.42,12.35,0,High Pressure System
385,0,1034.01,1043.85,1028.54,1038.42,1036.21,1023.15,0.00,36.33,22.28,0,High Pressure System
386,1,1032.88,1044.20,1029.15,1038.26,1036.12,1023.39,-0.09,40.43,2.58,0,High Pressure System
387,2,1040.22,1044.85,1028.75,1039.76,1038.40,1023.89,2.19,40.79,15.48,0,High Pressure System
388,3,1034.38,1045.86,1030.52,1039.84,1037.65,1025.16,1.45,45.98,24.33,0,High Pressure System
389,4,1034.62,1047.45,1030.25,1040.13,1038.11,1025.53,1.91,49.95,27.29,0,High Pressure System
390,5,1034.96,1044.85,1029.31,1040.85,1037.49,1025.14,1.29,41.04,29.73,0,High Pressure System
391,6,1036.48,1046.24,1032.14,1041.33,1039.05,1025.56,2.84,55.20,19.91,0,High Pressure System
392,7,1035.52,1045.81,1029.19,1040.31,1037.71,1025.34,1.50,49.90,19.44,0,High Pressure System
393,8,1035.32,1046.27,1030.16,1040.79,1038.13,1025.28,1.93,57.67,8.21,0,High Pressure System
394,9,1035.76,1044.59,1029.38,1040.23,1037.49,1025.23,1.29,52.67,15.03,0,High Pressure System
395,10,1034.80,1048.23,1028.01,1039.92,1037.74,1024.17,1.54,52.98,5.16,0,High Pressure System
396,11,1034.08,1044.65,1029.47,1038.71,1036.73,1024.06,0.53,65.07,11.94,0,High Pressure System
397,12,1034.06,1043.81,1026.66,1038.89,1035.86,1022.60,-0.35,61.83,14.61,0,High Pressure System
398,13,1031.88,1043.14,1027.17,1037.35,1034.89,1022.31,-1.32,69.60,1.96,0,High Pressure System
399,14,1032.73,1042.32,1027.78,1037.73,1035.14,1021.25,-1.06,64.84,5.78,0,High Pressure System
400,15,1031.08,1042.48,1027.21,1037.13,1034.48,1021.29,-1.73,57.07,3.60,0,High Pressure System
401,16,1030.69,1040.56,1025.46,1034.99,1032.92,1020.51,-3.28,61.22,0.00,0,High Pressure System
402,17,1031.22,1041.29,1024.10,1035.32,1032.98,1019.93,-3.22,61.98,15.02,0,High Pressure System
403,18,1030.51,1039.06,1025.73,1034.38,1032.42,1019.90,-3.79,53.21,19.77,0,High Pressure System
404,19,1030.23,1038.75,1022.59,1035.48,1031.76,1019.29,-4.44,51.26,6.92,0,High Pressure System
405,20,1029.28,1039.44,1025.04,1034.56,1032.08,1019.67,-4.13,43.98,16.21,0,High Pressure System
406,21,1029.36,1038.80,1024.22,1034.67,1031.77,1019.66,-4.44,44.23,10.47,0,High Pressure System
407,22,1029.02,1038.91,1023.34,1034.20,1031.37,1018.92,-4.84,41.06,0.00,0,High Pressure System
408,23,1028.75,1038.97,1022.36,1034.70,1031.19,1019.35,-5.01,52.54,21.49,1,High Pressure System
409,0,1029.01,1039.54,1023.47,1035.28,1031.82,1019.37,0.00,44.41,23.91,0,High Pressure System
410,1,1030.78,1040.40,1028.49,1034.47,1033.54,1019.98,1.71,39.00,12.84,0,High Pressure System
411,2,1030.48,1040.36,1025.42,1034.99,1032.82,1019.76,0.99,50.75,11.38,0,High Pressure System
412,3,1029.05,1039.28,1024.01,1035.73,1032.02,1019.29,0.20,43.95,25.43,0,High Pressure System
413,4,1031.91,1040.52,1025.47,1034.34,1033.06,1018.96,1.23,54.51,5.03,0,High Pressure System
414,5,1030.11,1038.91,1024.51,1034.23,1031.94,1018.70,0.12,52.34,22.90,0,High Pressure System
415,6,1027.77,1038.83,1011.31,1034.53,1028.11,1019.00,-3.71,65.71,15.85,0,Normal
416,7,1028.43,1038.13,1023.09,1032.60,1030.56,1017.82,-1.26,54.43,9.81,0,High Pressure System
417,8,1026.89,1037.08,1022.39,1032.53,1029.72,1017.72,-2.10,69.72,13.81,0,Normal
418,9,1026.02,1037.34,1021.13,1031.58,1029.02,1016.14,-2.81,70.96,22.59,0,Normal
419,10,1026.50,1036.28,1020.57,1031.36,1028.68,1015.91,-3.15,66.82,23.12,0,Normal
420,11,1024.34,1034.28,1019.71,1030.06,1027.10,1014.77,-4.73,71.03,10.27,0,Normal
421,12,1024.24,1033.21,1019.97,1028.74,1026.54,1013.55,-5.29,69.32,2.39,1,Possible Animal Activity
422,13,1021.94,1032.34,1017.98,1027.50,1024.94,1012.24,-6.88,73.37,6.97,1,Possible Animal Activity
423,14,1021.65,1032.06,1016.64,1026.81,1024.29,1011.15,-7.54,70.49,11.22,1,Rapid Pressure Drop
424,15,1020.38,1031.50,1015.83,1012.70,1020.10,1011.01,-11.72,71.68,12.52,1,Rapid Pressure Drop
425,16,1020.86,1030.20,1015.28,1025.20,1022.89,1010.03,-8.94,62.25,12.94,1,Rapid Pressure Drop
426,17,1018.14,1029.19,1013.62,1024.27,1021.30,1009.27,-10.52,61.63,0.00,1,Rapid Pressure Drop
427,18,1018.76,1027.82,1012.52,1023.50,1020.65,1007.05,-11.18,69.00,15.19,1,Rapid Pressure Drop
428,19,1018.70,1027.66,1013.06,1022.86,1020.57,1007.96,-11.26,58.14,16.66,1,Rapid Pressure Drop
429,20,1018.91,1027.00,1011.90,1022.54,1020.09,1008.07,-11.73,62.14,5.61,1,Rapid Pressure Drop
430,21,1018.33,1028.59,1012.62,1023.56,1020.78,1007.97,-11.05,51.12,10.36,1,Rapid Pressure Drop
431,22,1017.94,1027.16,1011.73,1022.68,1019.88,1007.37,-11.95,64.22,4.74,1,Rapid Pressure Drop
432,23,1018.70,1028.61,1013.52,1022.46,1020.82,1007.54,-11.00,57.10,3.21,1,Rapid Pressure Drop
433,0,1017.95,1020.31,1013.15,1022.30,1018.43,1007.85,0.00,58.56,6.17,0,Normal
434,1,1017.03,1027.37,1013.28,1023.05,1020.18,1007.57,1.76,53.70,9.59,0,Normal
435,2,1017.74,1027.00,1012.65,1022.48,1019.97,1007.80,1.54,55.61,25.67,0,Normal
436,3,1018.55,1028.22,1012.98,1022.99,1020.68,1007.78,2.26,63.78,7.30,0,Normal
437,4,1018.75,1027.77,1014.31,1023.92,1021.18,1007.15,2.76,59.38,10.91,0,Normal
438,5,1018.10,1028.68,1013.38,1023.21,1020.84,1007.29,2.42,55.12,28.36,0,Normal
439,6,1017.92,1028.49,1010.45,1021.91,1019.69,1007.16,1.27,72.09,28.87,0,Normal
440,7,1016.72,1028.09,1012.46,1022.12,1019.85,1007.42,1.42,75.47,10.90,0,Normal
441,8,1017.80,1026.67,1011.56,1021.39,1019.36,1006.74,0.93,77.79,5.51,0,Normal
442,9,1016.02,1026.18,1011.89,1021.56,1018.91,1006.51,0.49,73.77,26.42,0,Normal
443,10,1017.45,1025.93,1010.64,1020.26,1018.57,1005.17,0.15,70.86,11.35,0,Normal
444,11,1015.83,1025.51,1010.07,1019.85,1017.81,1004.49,-0.61,80.19,2.24,0,Normal
445,12,1014.64,1024.58,1010.56,1018.77,1017.14,1003.79,-1.29,83.45,0.32,0,Normal
446,13,1012.77,1022.45,1007.38,1019.15,1015.44,1003.07,-2.99,74.95,1.90,0,Normal
447,14,1011.51,1023.26,1008.62,1017.31,1015.17,1003.24,-3.25,84.39,11.58,0,Normal
448,15,1012.77,1022.34,1006.58,1017.15,1014.71,1002.19,-3.72,80.21,7.80,0,Normal
449,16,1011.54,1022.97,1007.22,1017.21,1014.73,1001.95,-3.69,71.01,8.50,0,Normal
450,17,1012.19,1021.88,1007.38,1016.06,1014.38,1001.81,-4.05,65.73,11.72,0,Normal
451,18,1011.89,1020.76,1007.81,1016.49,1014.24,1001.43,-4.19,72.95,11.26,0,Normal
452,19,1011.99,1021.20,1005.75,1016.77,1013.93,1001.97,-4.50,74.78,12.24,0,Normal
453,20,1012.36,1022.01,1008.02,1016.90,1014.82,1002.22,-3.61,71.47,0.00,0,Normal
454,21,1011.75,1021.94,1008.20,1017.85,1014.94,1002.71,-3.49,57.59,14.62,0,Normal
455,22,1013.25,1022.42,1006.49,1017.83,1014.99,1002.86,-3.43,63.70,0.00,0,Normal
456,23,1012.58,1023.89,1009.89,1018.52,1016.22,1003.08,-2.21,55.15,5.79,0,Normal
457,0,1014.52,1024.29,1008.67,1019.34,1016.70,1003.93,0.00,57.03,7.25,0,Normal
458,1,1014.25,1024.01,1009.16,1019.72,1016.78,1005.20,0.08,61.42,4.47,0,Normal
459,2,1014.74,1024.64,1010.44,1020.28,1017.53,1005.09,0.82,60.58,19.65,0,Normal
460,3,1016.17,1028.51,1011.99,1021.32,1019.50,1006.29,2.79,65.53,4.59,0,Normal
461,4,1017.35,1027.27,1011.68,1021.74,1019.51,1002.65,2.81,55.40,12.85,0,Normal
462,5,1017.15,1026.78,1011.65,1022.06,1019.41,1007.51,2.71,64.49,5.11,0,Normal
463,6,1007.36,1028.44,1011.50,1022.81,1017.53,993.05,0.82,62.00,9.93,0,Normal
464,7,1018.36,1028.10,1014.34,1022.47,1020.82,1007.54,4.11,61.08,27.30,0,Normal
465,8,1018.51,1027.23,1013.27,1022.86,1020.47,1007.83,3.76,70.06,6.08,0,Normal
466,9,1017.67,1028.79,1013.83,1023.66,1020.99,1007.53,4.28,74.88,9.75,0,Normal
467,10,1018.89,1029.09,1011.85,1022.94,1020.69,1008.46,3.99,76.10,5.39,0,Normal
468,11,1018.09,1028.17,1013.12,1023.42,1020.70,1007.99,4.00,68.06,4.26,0,Normal
469,12,1017.46,1027.96,1012.81,1022.62,1020.21,1008.23,3.51,74.84,2.47,0,Normal
470,13,1017.75,1028.93,1012.08,1023.26,1020.50,1008.10,3.80,73.69,21.56,0,Normal
471,14,1017.72,1028.84,1013.32,1023.35,1020.81,1007.46,4.10,75.43,0.00,0,Normal
472,15,1017.47,1026.85,1012.75,1022.53,1019.90,1007.24,3.20,80.00,4.51,0,Normal
473,16,1017.85,1028.32,1013.08,1023.34,1020.65,1007.58,3.94,74.40,4.26,0,Normal
474,17,1018.79,1028.18,1013.48,1023.37,1020.96,1007.91,4.25,72.33,2.91,0,Normal
475,18,1018.71,1034.01,1012.19,1023.69,1022.15,1008.12,5.44,56.54,9.83,0,Normal
476,19,1018.35,1029.36,1013.28,1020.54,1020.38,1008.70,3.68,69.39,10.62,0,Normal
477,20,1020.25,1030.54,1014.62,1024.78,1022.55,1010.02,5.84,52.31,10.78,0,Normal
478,21,1021.60,1031.39,1015.22,1025.17,1023.35,1010.70,6.64,63.05,10.05,0,Normal
479,22,1022.23,1030.71,1015.93,1027.32,1024.05,1011.47,7.34,57.87,0.00,0,Normal
480,23,1023.36,1031.86,1021.54,1027.49,1026.06,1012.46,9.36,52.04,5.04,0,Normal
481,0,1024.08,1034.19,1012.04,1029.62,1024.98,1013.33,0.00,57.45,19.37,0,Normal
482,1,1025.43,1034.92,1020.12,1029.89,1027.59,1015.05,2.61,48.14,20.28,0,Normal
483,2,1025.78,1036.35,1021.04,1031.07,1028.56,1015.79,3.58,46.18,18.22,0,Normal
484,3,1026.83,1037.24,1021.89,1030.85,1029.20,1016.49,4.22,57.93,24.23,0,Normal
485,4,1028.22,1037.50,1022.07,1032.80,1030.15,1017.19,5.16,48.46,5.50,0,High Pressure System
486,5,1028.04,1037.37,1022.87,1033.43,1030.43,1018.28,5.45,60.83,26.93,0,High Pressure System
487,6,1028.50,1039.46,1023.33,1033.73,1031.25,1018.47,6.27,54.48,23.14,0,High Pressure System
488,7,1029.90,1039.29,1024.23,1033.74,1031.79,1020.28,6.80,63.83,29.26,0,High Pressure System
489,8,1028.95,1039.54,1024.67,1035.41,1032.14,1019.20,7.16,66.28,26.85,0,High Pressure System
490,9,1031.36,1039.52,1025.05,1034.84,1032.69,1019.49,7.71,66.13,5.70,0,High Pressure System
491,10,1030.69,1040.31,1024.36,1034.30,1032.42,1019.51,7.43,64.63,8.96,0,High Pressure System
492,11,1030.76,1040.22,1025.88,1035.08,1032.99,1019.39,8.00,65.86,10.24,0,High Pressure System
493,12,1029.61,1040.00,1024.77,1035.56,1032.48,1019.72,7.50,70.15,4.14,0,High Pressure System
494,13,1030.06,1040.18,1025.61,1034.51,1032.59,1019.61,7.61,61.58,1.31,0,High Pressure System
495,14,1030.33,1039.61,1023.42,1035.30,1032.17,1019.23,7.18,60.35,19.09,0,High Pressure System
496,15,1030.32,1039.60,1023.51,1035.16,1032.15,1018.94,7.16,60.47,0.00,0,High Pressure System
497,16,1029.05,1040.01,1024.46,1034.43,1031.99,1019.43,7.00,64.67,13.07,0,High Pressure System
498,17,1031.03,1040.15,1023.37,1035.48,1032.51,1019.82,7.53,57.88,3.62,0,High Pressure System
499,18,1030.91,1039.86,1024.43,1034.73,1032.48,1021.68,7.50,50.34,0.00,0,High Pressure System
500,19,1030.24,1040.61,1025.03,1035.19,1032.77,1020.30,7.79,58.16,1.07,0,High Pressure System
501,20,1031.76,1041.04,1026.05,1036.16,1033.75,1020.21,8.77,42.28,2.63,0,High Pressure System
502,21,1030.94,1044.01,1026.72,1036.27,1034.49,1020.83,9.50,39.97,9.80,0,High Pressure System
503,22,1030.77,1042.85,1027.92,1037.24,1034.70,1021.78,9.71,38.01,9.31,0,High Pressure System
504,23,1033.04,1042.52,1027.62,1037.27,1035.11,1022.14,10.13,40.07,6.61,0,High Pressure System
505,0,1033.77,1043.48,1028.26,1038.46,1035.99,1023.42,0.00,34.99,19.97,0,High Pressure System
